''барс''|''pars''
урсгадаг|ʊrsɡataɡ
урсгаж|ʊrsɡat͡ʃ
урсгал|ʊrsɡaɮ
урсгалаа|ʊrsɡaɮaː
урсгалаар|ʊrsɡaɮaːr
урсгалаараа|ʊrsɡaɮaːraː
урсгалд|ʊrsɡaɮt
урсгалыг|ʊrsɡaɮiːɡ
урсгалын|ʊrsɡaɮiːn
урсгасан|ʊrsɡasan
урсдг|ʊrstɡ
урт|ʊrtʰ
уртад|ʊrtʰat
уртасгасан|ʊrtʰasɡasan
уртасгах|ʊrtʰasɡax
уртнасан|ʊrtʰnasan
уртнасантай|ʊrtʰnasantʰaj
уртрагийнхаа|ʊrtʰraɡiːnxaː
уртхан|ʊrtʰxan
уртын|ʊrtʰiːn
уруу|ʊrʊː
уруугаа|ʊrʊːɡaː
уруудаад|ʊrʊːtaːt
уруудаж|ʊrʊːtat͡ʃ
уруудах|ʊrʊːtax
уруудсаар|ʊrʊːtsaːr
урхидах|ʊrxitax
урхинд|ʊrxint
урцыг|ʊrt͡sʰiːɡ
урч|ʊrt͡ʃʰ
урчаас|ʊrt͡ʃʰaːs
урчуудын|ʊrt͡ʃʰʊːtiːn
уршгаар|ʊrʃɡaːr
уршгийг|ʊrʃɡiːɡ
уршгийн|ʊrʃɡiːn
уршиг|ʊrʃiɡ
уршигтай|ʊrʃiɡtʰaj
уршиг”|ʊrʃiɡ”
урын|ʊriːn
урь|ʊrʲ
урьд|ʊrʲt
урьдаар|ʊrʲtaːr
урьдаас|ʊrʲtaːs
урьдахаасаа|ʊrʲtaxaːsaː
урьдуур|ʊrʲtʊːr
урьдчилаад|ʊrʲtt͡ʃʰiɮaːt
урьдчилан|ʊrʲtt͡ʃʰiɮan
урьдчилгаа|ʊrʲtt͡ʃʰiɮɡaː
урьдчилгаанд|ʊrʲtt͡ʃʰiɮɡaːnt
урьдчилж|ʊrʲtt͡ʃʰiɮt͡ʃ
урьдчилсан|ʊrʲtt͡ʃʰiɮsan
урьдын|ʊrʲtiːn
урьдынхаас|ʊrʲtiːnxaːs
урьж|ʊrʲt͡ʃ
урьжээ|ʊrʲt͡ʃɛː
урьсан|ʊrʲsan
урьснаар|ʊrʲsnaːr
урьтаад|ʊrʲtʰaːt
урьтаж|ʊrʲtʰat͡ʃ
урьхан|ʊrʲxan
урһдг|ʊrһtɡ
урһмл|ʊrһmɮ
урһсн|ʊrһsn
урһцта|ʊrһt͡sʰtʰa
урһҗ|ʊrһҗ
урһҗасн|ʊrһҗasn
урһҗах|ʊrһҗax
усаа|ʊsaː
усаар|ʊsaːr
усаараа|ʊsaːraː
усалгаатай|ʊsaɮɡaːtʰaj
усалж|ʊsaɮt͡ʃ
усан|ʊsan
усанд|ʊsant
усандаа|ʊsantaː
усар|ʊsar
усархаг|ʊsarxaɡ
усгүй|ʊsɡuj
усжуулалт|ʊst͡ʃʊːɮaɮtʰ
усжуулалттай|ʊst͡ʃʊːɮaɮtʰtʰaj
усжуулалтын|ʊst͡ʃʊːɮaɮtʰiːn
усиг|ʊsiɡ
услах|ʊsɮax
усн|ʊsn
усна|ʊsna
уснаас|ʊsnaːs
уснас|ʊsnas
уснд|ʊsnt
усны|ʊsniː
усныхаа|ʊsniːxaː
уста|ʊstʰa
устаж|ʊstʰat͡ʃ
устай|ʊstʰaj
устан|ʊstʰan
устана|ʊstʰana
устах|ʊstʰax
устгаад|ʊstʰɡaːt
устгав|ʊstʰɡaw
устгадаг|ʊstʰɡataɡ
устгаж|ʊstʰɡat͡ʃ
устгалаа|ʊstʰɡaɮaː
устгалд|ʊstʰɡaɮt
устгалын|ʊstʰɡaɮiːn
устгах|ʊstʰɡax
устгахаар|ʊstʰɡaxaːr
устгахад|ʊstʰɡaxat
устгахгүй|ʊstʰɡaxɡuj
устгахын|ʊstʰɡaxiːn
устгачихсан|ʊstʰɡat͡ʃʰixsan
устгая”|ʊstʰɡaj”
устгуулсан|ʊstʰɡʊːɮsan
устгуулъя|ʊstʰɡʊːɮъJa
устдаг|ʊstʰtaɡ
усуг|ʊsʊɡ
усчв|ʊst͡ʃʰw
усыг|ʊsiːɡ
ут|ʊtʰ
утааг|ʊtʰaːɡ
утаагаа|ʊtʰaːɡaː
утаагүй|ʊtʰaːɡuj
утаанд|ʊtʰaːnt
утааны|ʊtʰaːniː
утаатай|ʊtʰaːtʰaj
утасгүй|ʊtʰasɡuj
утасдаад|ʊtʰastaːt
утасдаарай|ʊtʰastaːraj
утасдаач|ʊtʰastaːt͡ʃʰ
утасдаж|ʊtʰastat͡ʃ
утаснаасаа|ʊtʰasnaːsaː
утаснуудыг|ʊtʰasnʊːtiːɡ
утасны|ʊtʰasniː
утасныхаа|ʊtʰasniːxaː
утастай|ʊtʰastʰaj
утгаа|ʊtʰɡaː
утгаар|ʊtʰɡaːr
утгаараа|ʊtʰɡaːraː
утгагүй|ʊtʰɡaɡuj
утгад|ʊtʰɡat
утгадаа|ʊtʰɡataː
утгазүй|ʊtʰɡat͡suj
утгат|ʊtʰɡatʰ
утгатай|ʊtʰɡatʰaj
утгыг|ʊtʰɡiːɡ
утдулхин|ʊtʰtʊɮxin
утлагуудыг|ʊtʰɮaɡʊːtiːɡ
утсаа|ʊtʰsaː
утсаар|ʊtʰsaːr
утсаараа|ʊtʰsaːraː
утсан|ʊtʰsan
утсанд|ʊtʰsant
утсандаа|ʊtʰsantaː
утсыг|ʊtʰsiːɡ
утхач|ʊtʰxat͡ʃʰ
утхҗ|ʊtʰxҗ
уу|ʊː
уувал|ʊːwaɮ
уугаад|ʊːɡaːt
уугаарай|ʊːɡaːraj
уугаачихгүйн|ʊːɡaːt͡ʃʰixɡujn
ууган|ʊːɡan
ууганбаяр|ʊːɡanpajr
ууганцэцэг|ʊːɡant͡sʰɛt͡sʰɛɡ
ууганцэцэгтэй|ʊːɡant͡sʰɛt͡sʰɛɡtʰɛj
уугиулах|ʊːɡiʊɮax
уугуул|ʊːɡʊːɮ
ууд|ʊːt
уудаг|ʊːtaɡ
уудалж|ʊːtaɮt͡ʃ
уудам|ʊːtam
уудамд|ʊːtamt
уудгаасаа|ʊːtɡaːsaː
уудгуудад|ʊːtɡʊːtat
уудлан|ʊːtɮan
уудыг|ʊːtiːɡ
уудьврта|ʊːtʲwrtʰa
ууж|ʊːt͡ʃ
уужим|ʊːt͡ʃim
уужирлаа|ʊːt͡ʃirɮaː
уужуу|ʊːt͡ʃʊː
уул|ʊːɮ
уулаа|ʊːɮaː
уулаараа|ʊːɮaːraː
ууланд|ʊːɮant
ууландаа|ʊːɮantaː
уулархаг|ʊːɮarxaɡ
уулас|ʊːɮas
уулгаад|ʊːɮɡaːt
уулгадаг|ʊːɮɡataɡ
уулгалан|ʊːɮɡaɮan
уулгах|ʊːɮɡax
уулгахад|ʊːɮɡaxat
уулгахгүй|ʊːɮɡaxɡuj
уулго|ʊːɮɡɔ
уулд|ʊːɮt
уулзаагүй|ʊːɮt͡saːɡuj
уулзаад|ʊːɮt͡saːt
уулзав|ʊːɮt͡saw
уулзаж|ʊːɮt͡sat͡ʃ
уулзалгүй|ʊːɮt͡saɮɡuj
уулзалдаж|ʊːɮt͡saɮtat͡ʃ
уулзалдахгүй|ʊːɮt͡saɮtaxɡuj
уулзалддаг|ʊːɮt͡saɮttaɡ
уулзалт|ʊːɮt͡saɮtʰ
уулзалтаа|ʊːɮt͡saɮtʰaː
уулзалтаар|ʊːɮt͡saɮtʰaːr
уулзалтад|ʊːɮt͡saɮtʰat
уулзалтууд|ʊːɮt͡saɮtʰʊːt
уулзалтуудыг|ʊːɮt͡saɮtʰʊːtiːɡ
уулзалтыг|ʊːɮt͡saɮtʰiːɡ
уулзалтын|ʊːɮt͡saɮtʰiːn
уулзан|ʊːɮt͡san
уулзана|ʊːɮt͡sana
уулзах|ʊːɮt͡sax
уулзахаасаа|ʊːɮt͡saxaːsaː
уулзахад|ʊːɮt͡saxat
уулзахгүй|ʊːɮt͡saxɡuj
уулзахгүйгээр|ʊːɮt͡saxɡujɡɛːr
уулзахдаа|ʊːɮt͡saxtaː
уулзахыг|ʊːɮt͡saxiːɡ
уулзвал|ʊːɮt͡swaɮ
уулзвар|ʊːɮt͡swar
уулзвараар|ʊːɮt͡swaraːr
уулзвараас|ʊːɮt͡swaraːs
уулзваргүй|ʊːɮt͡swarɡuj
уулзвартай|ʊːɮt͡swartʰaj
уулзварыг|ʊːɮt͡swariːɡ
уулздаг|ʊːɮt͡staɡ
уулздаггүй|ʊːɮt͡staɡɡuj
уулзжээ|ʊːɮt͡st͡ʃɛː
уулзлаа|ʊːɮt͡sɮaː
уулзсан|ʊːɮt͡ssan
уулзсангүй|ʊːɮt͡ssanɡuj
уулзсанд|ʊːɮt͡ssant
уулзсаных|ʊːɮt͡ssaniːx
уулзуулах|ʊːɮt͡sʊːɮax
уулзуулна|ʊːɮt͡sʊːɮna
уулзуултал|ʊːɮt͡sʊːɮtʰaɮ
уулзуураар|ʊːɮt͡sʊːraːr
уулзчихаад|ʊːɮt͡st͡ʃʰixaːt
уулзъя|ʊːɮt͡sъJa
уулзъя”|ʊːɮt͡sъJa”
уулмудт|ʊːɮmʊttʰ
уулмудын|ʊːɮmʊtiːn
уулнаас|ʊːɮnaːs
уулнаасаа|ʊːɮnaːsaː
уулсаа|ʊːɮsaː
уулсаар|ʊːɮsaːr
уулсыг|ʊːɮsiːɡ
уулсын|ʊːɮsiːn
уулта|ʊːɮtʰa
уулчдын|ʊːɮt͡ʃʰtiːn
уулчлалын|ʊːɮt͡ʃʰɮaɮiːn
уулыг|ʊːɮiːɡ
уулын|ʊːɮiːn
уулынхаа|ʊːɮiːnxaː
уульв|ʊːɮʲw
уульлдад|ʊːɮʲɮtat
уульлһн|ʊːɮʲɮһn
уульнц|ʊːɮʲnt͡sʰ
уультн|ʊːɮʲtʰn
уульҗ|ʊːɮʲҗ
уульҗасн|ʊːɮʲҗasn
ууляд|ʊːɮJat
уул”|ʊːɮ”
уумаар|ʊːmaːr
уураа|ʊːraː
уураасаа|ʊːraːsaː
уураг|ʊːraɡ
уураглаг|ʊːraɡɮaɡ
уурандаа|ʊːrantaː
уурв|ʊːrw
уургийн|ʊːrɡiːn
уурлаад|ʊːrɮaːt
уурлав|ʊːrɮaw
уурлавал|ʊːrɮawaɮ
уурлад|ʊːrɮat
уурлаж|ʊːrɮat͡ʃ
уурлах|ʊːrɮax
уурлахаараа|ʊːrɮaxaːraː
уурлцхав|ʊːrɮt͡sʰxaw
уурлҗасн|ʊːrɮҗasn
уурна|ʊːrna
ууртай|ʊːrtʰaj
ууртан|ʊːrtʰan
уурхайн|ʊːrxajn
уурхайг|ʊːrxajɡ
уурхайгаа|ʊːrxajɡaː
уурхайгаар|ʊːrxajɡaːr
уурхайгаас|ʊːrxajɡaːs
уурхайгаасаа|ʊːrxajɡaːsaː
уурхайгүй|ʊːrxajɡuj
уурхайд|ʊːrxajt
уурхайн|ʊːrxajn
уурхайнууд|ʊːrxajnʊːt
уурхайнуудаа|ʊːrxajnʊːtaː
уурхайнуудыг|ʊːrxajnʊːtiːɡ
уурхайтай|ʊːrxajtʰaj
уурхайчдын|ʊːrxajt͡ʃʰtiːn
уурхайчид|ʊːrxajt͡ʃʰit
уурхайчин|ʊːrxajt͡ʃʰin
уурхмн|ʊːrxmn
уурын|ʊːriːn
уусан|ʊːsan
уусан”|ʊːsan”
уусмал|ʊːsmaɮ
уусмалаар|ʊːsmaɮaːr
уусмалыг|ʊːsmaɮiːɡ
уусмалын|ʊːsmaɮiːn
ууснаар|ʊːsnaːr
ууснаас|ʊːsnaːs
уут|ʊːtʰ
уутанд|ʊːtʰant
уутандаа|ʊːtʰantaː
уутат|ʊːtʰatʰ
уутгүй|ʊːtʰɡuj
уутнуудыг|ʊːtʰnʊːtiːɡ
ууттай|ʊːtʰtʰaj
ууттан|ʊːtʰtʰan
уутыг|ʊːtʰiːɡ
уухаас|ʊːxaːs
уухайн|ʊːxajn
уухгүй|ʊːxɡuj
уухдаа|ʊːxtaː
уухыг|ʊːxiːɡ
уухүя|ʊːxuJa
ууц|ʊːt͡sʰ
ууцгаадаг|ʊːt͡sʰɡaːtaɡ
ууцны|ʊːt͡sʰniː
ууч|ʊːt͡ʃʰ
уучил|ʊːt͡ʃʰiɮ
уучихаад|ʊːt͡ʃʰixaːt
уучихна|ʊːt͡ʃʰixna
уучлал|ʊːt͡ʃʰɮaɮ
уучлалт|ʊːt͡ʃʰɮaɮtʰ
уучлахгүй|ʊːt͡ʃʰɮaxɡuj
уушгийг|ʊːʃɡiːɡ
уушгинд|ʊːʃɡint
уушгины|ʊːʃɡiniː
уушгитай|ʊːʃɡitʰaj
уушгов|ʊːʃɡɔw
уушиг|ʊːʃiɡ
уушигны|ʊːʃiɡniː
уушийн|ʊːʃiːn
ууҗасн|ʊːҗasn
ууһад|ʊːһat
ууһн|ʊːһn
ууһнь|ʊːһnʲ
уу”|ʊː”
уха|ʊxa
ухаа|ʊxaː
ухаааны|ʊxaːaniː
ухаагаар|ʊxaːɡaːr
ухаад|ʊxaːt
ухаалаг|ʊxaːɮaɡ
ухаалгаар|ʊxaːɮɡaːr
ухаан|ʊxaːn
ухаанаа|ʊxaːnaː
ухаанаар|ʊxaːnaːr
ухаанаараа|ʊxaːnaːraː
ухаанаас|ʊxaːnaːs
ухаангүй|ʊxaːnɡuj
ухаанд|ʊxaːnt
ухаандаа|ʊxaːntaː
ухаант|ʊxaːntʰ
ухаантай|ʊxaːntʰaj
ухаантай|ʊxaːntʰaj
ухаантайгаа|ʊxaːntʰajɡaː
ухаантайдаа|ʊxaːntʰajtaː
ухаантан|ʊxaːntʰan
ухаанч|ʊxaːnt͡ʃʰ
ухааны|ʊxaːniː
ухааныг|ʊxaːniːɡ
ухаан”|ʊxaːn”
ухаарал|ʊxaːraɮ
ухаарах|ʊxaːrax
ухаарахдаа|ʊxaːraxtaː
ухаарлын|ʊxaːrɮiːn
ухаарсан|ʊxaːrsan
ухааруулахын|ʊxaːrʊːɮaxiːn
ухааруулж|ʊxaːrʊːɮt͡ʃ
ухаарч|ʊxaːrt͡ʃʰ
ухагдахуун|ʊxaɡtaxʊːn
ухагдахууны|ʊxaɡtaxʊːniː
ухаж|ʊxat͡ʃ
ухалв|ʊxaɮw
ухалгүй|ʊxaɮɡuj
ухамсар|ʊxamsar
ухамсаргүйн|ʊxamsarɡujn
ухамсарлаг|ʊxamsarɮaɡ
ухамсарладаг|ʊxamsarɮataɡ
ухамсарлаж|ʊxamsarɮat͡ʃ
ухамсарлан|ʊxamsarɮan
ухамсарласан|ʊxamsarɮasan
ухамсарлах|ʊxamsarɮax
ухамсарлуулчихвал|ʊxamsarɮʊːɮt͡ʃʰixwaɮ
ухамсарт|ʊxamsartʰ
ухамсартай|ʊxamsartʰaj
ухамсарыг|ʊxamsariːɡ
ухамсраараа|ʊxamsraːraː
ухамсраас|ʊxamsraːs
ухамсрыг|ʊxamsriːɡ
ухамсрын|ʊxamsriːn
ухан|ʊxan
уханд|ʊxant
уханиар|ʊxaniar
уханийн|ʊxaniːn
ухань|ʊxanʲ
уханьд|ʊxanʲt
ухарлаа|ʊxarɮaː
ухарсан|ʊxarsan
ухарч|ʊxart͡ʃʰ
ухасхийгээд|ʊxasxiːɡɛːt
ухасхийн|ʊxasxiːn
ухата|ʊxatʰa
ухатаһар|ʊxatʰaһar
ухах|ʊxax
ухдаг|ʊxtaɡ
ухна|ʊxna
ухнаагий|ʊxnaːɡiː
ухраад|ʊxraːt
ухрааж|ʊxraːt͡ʃ
ухралгүй|ʊxraɮɡuj
ухралт|ʊxraɮtʰ
ухралтын|ʊxraɮtʰiːn
ухрах|ʊxrax
ухсан|ʊxsan
ухтэ|ʊxtʰɛ
ухуулагч|ʊxʊːɮaɡt͡ʃʰ
ухуулагчдаа|ʊxʊːɮaɡt͡ʃʰtaː
ухуулга|ʊxʊːɮɡa
ухуулгаар|ʊxʊːɮɡaːr
уцаарласан|ʊt͡sʰaːrɮasan
уцаарлах|ʊt͡sʰaːrɮax
уч|ʊt͡ʃʰ
учиг|ʊt͡ʃʰiɡ
учир|ʊt͡ʃʰir
учиргүй|ʊt͡ʃʰirɡuj
учирдаг|ʊt͡ʃʰirtaɡ
учирлаж|ʊt͡ʃʰirɮat͡ʃ
учирлан|ʊt͡ʃʰirɮan
учирна|ʊt͡ʃʰirna
учирна”|ʊt͡ʃʰirna”
учирсан|ʊt͡ʃʰirsan
учирсантай|ʊt͡ʃʰirsantʰaj
учирт|ʊt͡ʃʰirtʰ
учиртай|ʊt͡ʃʰirtʰaj
учиртайг|ʊt͡ʃʰirtʰajɡ
учиртай”|ʊt͡ʃʰirtʰaj”
учирч|ʊt͡ʃʰirt͡ʃʰ
учирчихаад|ʊt͡ʃʰirt͡ʃʰixaːt
учирчихдаг|ʊt͡ʃʰirt͡ʃʰixtaɡ
учирчээ|ʊt͡ʃʰirt͡ʃʰɛː
учр|ʊt͡ʃʰr
учраа|ʊt͡ʃʰraː
учраагүй|ʊt͡ʃʰraːɡuj
учраас|ʊt͡ʃʰraːs
учраас”|ʊt͡ʃʰraːs”
учрал|ʊt͡ʃʰraɮ
учралдан|ʊt͡ʃʰraɮtan
учралтай|ʊt͡ʃʰraɮtʰaj
учралыг|ʊt͡ʃʰraɮiːɡ
учран|ʊt͡ʃʰran
учрар|ʊt͡ʃʰrar
учрас|ʊt͡ʃʰras
учрах|ʊt͡ʃʰrax
учрахад|ʊt͡ʃʰraxat
учрахсан|ʊt͡ʃʰraxsan
учрв|ʊt͡ʃʰrw
учринь|ʊt͡ʃʰrinʲ
учрнь|ʊt͡ʃʰrnʲ
учрсинь|ʊt͡ʃʰrsinʲ
учрсн|ʊt͡ʃʰrsn
учруулаад|ʊt͡ʃʰrʊːɮaːt
учруулах|ʊt͡ʃʰrʊːɮax
учруулахаасаа|ʊt͡ʃʰrʊːɮaxaːsaː
учруулахгүй|ʊt͡ʃʰrʊːɮaxɡuj
учруулахгүйгээр|ʊt͡ʃʰrʊːɮaxɡujɡɛːr
учруулахгүйн|ʊt͡ʃʰrʊːɮaxɡujn
учруулахуйц|ʊt͡ʃʰrʊːɮaxʊit͡sʰ
учруулдаг|ʊt͡ʃʰrʊːɮtaɡ
учруулж|ʊt͡ʃʰrʊːɮt͡ʃ
учрууллаа|ʊt͡ʃʰrʊːɮɮaː
учруулсан|ʊt͡ʃʰrʊːɮsan
учруулсныг|ʊt͡ʃʰrʊːɮsniːɡ
учрхмб|ʊt͡ʃʰrxmp
учрыг|ʊt͡ʃʰriːɡ
учрҗахинь|ʊt͡ʃʰrҗaxinʲ
уяа|ʊja
уяагаар|ʊjaɡaːr
уяад|ʊjat
уяан|ʊjan
уяатай|ʊjatʰaj
уяач|ʊjat͡ʃʰ
уяачдаа|ʊjat͡ʃʰtaː
уяачдад|ʊjat͡ʃʰtat
уяачдыг|ʊjat͡ʃʰtiːɡ
уяачдын|ʊjat͡ʃʰtiːn
уяачид|ʊjat͡ʃʰit
уяачийн|ʊjat͡ʃʰiːn
уяачийндаа|ʊjat͡ʃʰiːntaː
уяа”|ʊja”
уяж|ʊjt͡ʃ
уялдаа|ʊjɮtaː
уялдааг|ʊjɮtaːɡ
уялдаагүй|ʊjɮtaːɡuj
уялдаад|ʊjɮtaːt
уялдаатай|ʊjɮtaːtʰaj
уялдаж|ʊjɮtat͡ʃ
уялдах|ʊjɮtax
уялдсан|ʊjɮtsan
уялдсанаас|ʊjɮtsanaːs
уялдуулаад|ʊjɮtʊːɮaːt
уялдуулан|ʊjɮtʊːɮan
уялдуулах|ʊjɮtʊːɮax
уялдуулахын|ʊjɮtʊːɮaxiːn
уялдуулж|ʊjɮtʊːɮt͡ʃ
уялдуулсан|ʊjɮtʊːɮsan
уян|ʊjn
уянга|ʊjnɡa
уянгаа|ʊjnɡaː
уянгаар|ʊjnɡaːr
уянгаас|ʊjnɡaːs
уянгалуулан|ʊjnɡaɮʊːɮan
уянгатай|ʊjnɡatʰaj
уянгын|ʊjnɡiːn
уяраадаг|ʊjraːtaɡ
уярсан|ʊjrsan
уярч|ʊjrt͡ʃʰ
уях|ʊjx
уяхан|ʊjxan
уңг|ʊңɡ
уңгарнь|ʊңɡarnʲ
уңһ|ʊңһ
уңһтхадмн|ʊңһtʰxatmn
уһадг|ʊһatɡ
уһачкад|ʊһat͡ʃʰkʰat
уһаҗ|ʊһaҗ
уһаһад|ʊһaһat
ф|f
файлууд|fajɮʊːt
файлуудаас|fajɮʊːtaːs
файлын|fajɮiːn
факсаар|fakʰsaːr
факт|fakʰtʰ
фаранци|farant͡sʰi
фатф|fatʰf
фашизм|faʃit͡sm
фашизмын|faʃit͡smiːn
федосеев|fJitɔsJiJiw
фейсбүүк|fJijspuːkʰ
феноменологичид|fJinɔmJinɔɮɔɡit͡ʃʰit
фенүүдийн|fJinuːtiːn
феодал|fJiɔtaɮ
феодалын|fJiɔtaɮiːn
феодлууд|fJiɔtɮʊːt
фермийн|fJirmiːn
фермтэй|fJirmtʰɛj
фестивалийн|fJistʰiwaɮiːn
фестивалийнхаа|fJistʰiwaɮiːnxaː
физик|fit͡sikʰ
физикийн|fit͡sikʰiːn
физикч|fit͡sikʰt͡ʃʰ
физикчид|fit͡sikʰt͡ʃʰit
физиологи|fit͡siɔɮɔɡi
физологи|fit͡sɔɮɔɡi
филармони|fiɮarmɔni
филармонийн|fiɮarmɔniːn
филармонийн|fiɮarmɔniːn
филармони”|fiɮarmɔni”
филармоны|fiɮarmɔniː
филатова|fiɮatʰɔwa
филатовагийн|fiɮatʰɔwaɡiːn
филип|fiɮipʰ
филиппин|fiɮipʰpʰin
филлипин|fiɮɮipʰin
философи|fiɮɔsɔfi
философид|fiɮɔsɔfit
философийн|fiɮɔsɔfiːn
философитой|fiɮɔsɔfitʰɔj
философич|fiɮɔsɔfit͡ʃʰ
философичдод|fiɮɔsɔfit͡ʃʰtɔt
финалд|finaɮt
финалийн|finaɮiːn
финалын|finaɮiːn
финансхолдинг|finansxɔɮtinɡ
финландаас|finɮantaːs
финландын|finɮantiːn
финтек|fintʰJikʰ
фирмийн|firmiːn
фирмээр|firmɛːr
фитнес|fitʰnJis
фитнесс|fitʰnJiss
фитнессийн|fitʰnJissiːn
фитнессээр|fitʰnJissɛːr
фишерийг|fiʃJiriːɡ
фишинг|fiʃinɡ
флик|fɮikʰ
флот|fɮɔtʰ
флоуд|fɮɔʊt
фоде|fɔtJi
фойенд|fɔjJint
фон|fɔn
фонд|fɔnt
фондод|fɔntɔt
фонд”|fɔnt”
фонт|fɔntʰ
форматад|fɔrmatʰat
форматын|fɔrmatʰiːn
формоо|fɔrmɔː
формтой|fɔrmtʰɔj
формыг|fɔrmiːɡ
фортал|fɔrtʰaɮ
форумаар|fɔrʊmaːr
форумтай|fɔrʊmtʰaj
форумыг|fɔrʊmiːɡ
форумын|fɔrʊmiːn
фотог|fɔtʰɔɡ
фракц|frakʰt͡sʰ
фракцгүй|frakʰt͡sʰɡuj
фракцууд|frakʰt͡sʰʊːt
фракцуудын|frakʰt͡sʰʊːtiːn
франк|frankʰ
франклин|frankʰɮin
франкфурт|frankʰfʊrtʰ
франкфуртад|frankʰfʊrtʰat
франс|frans
францаас|frant͡sʰaːs
францад|frant͡sʰat
францез|frant͡sʰJit͡s
францчууд|frant͡sʰt͡ʃʰʊːt
францын|frant͡sʰiːn
фрауд|fraʊt
фронтод|frɔntʰɔt
фрэнк|frɛnkʰ
фрэнсис|frɛnsis
функтээр|fʊnkʰtʰɛːr
фунт|fʊntʰ
фургон|fʊrɡɔn
фэйсбүүк|fɛjspuːkʰ
фэйсбүүкийн|fɛjspuːkʰiːn
фэйсбүүкээр|fɛjspuːkʰɛːr
фэнүүдийнхээ|fɛnuːtiːnxɛː
фүжи|fut͡ʃi
фүүдс”|fuːts”
х|x
хvii|xvii
ха|xa
хаа|xaː
хаав|xaːw
хааг|xaːɡ
хаагаагүй|xaːɡaːɡuj
хаагаад|xaːɡaːt
хаагаар|xaːɡaːr
хаагаас|xaːɡaːs
хаагдаж|xaːɡtat͡ʃ
хаагдана|xaːɡtana
хаагдах|xaːɡtax
хаагдна|xaːɡtna
хаагдсан|xaːɡtsan
хаагдчихлаа|xaːɡtt͡ʃʰixɮaː
хаагуур|xaːɡʊːr
хаагч|xaːɡt͡ʃʰ
хаагчаа|xaːɡt͡ʃʰaː
хаагчдаа|xaːɡt͡ʃʰtaː
хаагчдаас|xaːɡt͡ʃʰtaːs
хаагчдад|xaːɡt͡ʃʰtat
хаагчдыг|xaːɡt͡ʃʰtiːɡ
хаагчдын|xaːɡt͡ʃʰtiːn
хаагчдынхаа|xaːɡt͡ʃʰtiːnxaː
хаагчид|xaːɡt͡ʃʰit
хаагчидтай|xaːɡt͡ʃʰittʰaj
хаагчидтай|xaːɡt͡ʃʰittʰaj
хаагчийг|xaːɡt͡ʃʰiːɡ
хаагчийн|xaːɡt͡ʃʰiːn
хаад|xaːt
хаадаг|xaːtaɡ
хаадуд|xaːtʊt
хаадудын|xaːtʊtiːn
хаадыг|xaːtiːɡ
хаадын|xaːtiːn
хааж|xaːt͡ʃ
хаажээ|xaːt͡ʃɛː
хаазлаад|xaːt͡sɮaːt
хааис|xaːis
хаалгаа|xaːɮɡaː
хаалгаар|xaːɮɡaːr
хаалгаараа|xaːɮɡaːraː
хаалган|xaːɮɡan
хаалганд|xaːɮɡant
хаалганы|xaːɮɡaniː
хаалгач|xaːɮɡat͡ʃʰ
хаалга”|xaːɮɡa”
хаалгуулж|xaːɮɡʊːɮt͡ʃ
хаалгыг|xaːɮɡiːɡ
хаалт|xaːɮtʰ
хаалтаа|xaːɮtʰaː
хаалтаар|xaːɮtʰaːr
хаалтгүй|xaːɮtʰɡuj
хаалтны|xaːɮtʰniː
хаалттай|xaːɮtʰtʰaj
хаалтыг|xaːɮtʰiːɡ
хаалтын|xaːɮtʰiːn
хаалһ|xaːɮһ
хаалһар|xaːɮһar
хаалһарн|xaːɮһarn
хаалһасн|xaːɮһasn
хаалһд|xaːɮһt
хаалһдан|xaːɮһtan
хаалһинь|xaːɮһinʲ
хаалһичинь|xaːɮһit͡ʃʰinʲ
хаалһур|xaːɮһʊr
хаанаа|xaːnaː
хаанаас|xaːnaːs
хаанаасаа|xaːnaːsaː
хаанд|xaːnt
хаандаа|xaːntaː
хаант|xaːntʰ
хаанур|xaːnʊr
хаанчлалын|xaːnt͡ʃʰɮaɮiːn
хааны|xaːniː
хааныг|xaːniːɡ
хаан”|xaːn”
хаасан|xaːsan
хааснаа|xaːsnaː
хаасны|xaːsniː
хаахаар|xaːxaːr
хаахад|xaːxat
хаахгүй|xaːxɡuj
хаахгүйгээр|xaːxɡujɡɛːr
хаахыг|xaːxiːɡ
хаахү|xaːxu
хаацайлалт|xaːt͡sʰajɮaɮtʰ
хаацайлж|xaːt͡sʰajɮt͡ʃ
хаачаа|xaːt͡ʃʰaː
хаачив|xaːt͡ʃʰiw
хаачих|xaːt͡ʃʰix
хаачихаар|xaːt͡ʃʰixaːr
хаачихав|xaːt͡ʃʰixaw
хаачкад|xaːt͡ʃʰkʰat
хааш|xaːʃ
хаашаа|xaːʃaː
хааяа|xaːJaa
хааяахан|xaːJaaxan
хав|xaw
хаваржаанд|xawart͡ʃaːnt
хаваржиж|xawart͡ʃit͡ʃ
хавдар|xawtar
хавдарт|xawtartʰ
хавдартай|xawtartʰaj
хавдарыг|xawtariːɡ
хавдраа|xawtraː
хавдрыг|xawtriːɡ
хавдрын|xawtriːn
хавиар|xawiar
хавийнханмаань|xawiːnxanmaːnʲ
хавиргаа|xawirɡaː
хавиргууд|xawirɡʊːt
хавируулж|xawirʊːɮt͡ʃ
хавраас|xawraːs
хаврын|xawriːn
хаврынхаас|xawriːnxaːs
